,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
642,Veer-Zaara,https://www.imdb.com//title/tt0420332/,2004,7.8,192,"['Drama', 'Family', 'Musical']",50148,67.0,$2.92M,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever."
643,Adam's Apples,https://www.imdb.com//title/tt0418455/,2005,7.8,94,"['Comedy', 'Crime', 'Drama']",47117,,$0.00M,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.
644,Pride & Prejudice,https://www.imdb.com//title/tt0414387/,2005,7.8,129,"['Drama', 'Romance']",267392,82.0,$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
645,The World's Fastest Indian,https://www.imdb.com//title/tt0412080/,2005,7.8,127,"['Biography', 'Drama', 'Sport']",52707,68.0,$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
646,Tôkyô goddofâzâzu,https://www.imdb.com//title/tt0388473/,2003,7.8,88,"['Animation', 'Adventure', 'Comedy']",33111,73.0,$0.13M,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
647,Serenity,https://www.imdb.com//title/tt0379786/,2005,7.8,119,"['Action', 'Adventure', 'Sci-Fi']",286383,74.0,$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
648,Walk the Line,https://www.imdb.com//title/tt0358273/,2005,7.8,136,"['Biography', 'Drama', 'Music']",237976,72.0,$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
649,Evil,https://www.imdb.com//title/tt0338309/,2003,7.8,113,['Drama'],36161,61.0,$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
650,The Notebook,https://www.imdb.com//title/tt0332280/,2004,7.8,123,"['Drama', 'Romance']",532140,,$81.00M,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
651,The Motorcycle Diaries,https://www.imdb.com//title/tt0318462/,2004,7.8,126,"['Adventure', 'Biography', 'Drama']",98078,75.0,$16.76M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
652,Lilya 4-Ever,https://www.imdb.com//title/tt0300140/,2002,7.8,109,"['Crime', 'Drama']",43414,82.0,$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
653,The Triplets of Belleville,https://www.imdb.com//title/tt0286244/,2003,7.8,80,"['Animation', 'Comedy', 'Drama']",51250,91.0,$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
654,Joint Security Area,https://www.imdb.com//title/tt0260991/,2000,7.8,110,"['Action', 'Drama', 'Thriller']",27477,,,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
655,Waking Life,https://www.imdb.com//title/tt0243017/,2001,7.8,99,"['Animation', 'Drama', 'Fantasy']",61571,83.0,$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
656,Remember the Titans,https://www.imdb.com//title/tt0210945/,2000,7.8,113,"['Biography', 'Drama', 'Sport']",201629,,$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
657,"Crouching Tiger, Hidden Dragon",https://www.imdb.com//title/tt0190332/,2000,7.8,120,"['Action', 'Adventure', 'Fantasy']",257138,94.0,$128.08M,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
658,Cast Away,https://www.imdb.com//title/tt0162222/,2000,7.8,143,"['Adventure', 'Drama', 'Romance']",539391,73.0,$233.63M,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
659,The Boondock Saints,https://www.imdb.com//title/tt0144117/,1999,7.8,108,"['Action', 'Crime', 'Thriller']",229876,,$0.03M,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
660,The Insider,https://www.imdb.com//title/tt0140352/,1999,7.8,157,"['Biography', 'Drama', 'Thriller']",162395,84.0,$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
661,October Sky,https://www.imdb.com//title/tt0132477/,1999,7.8,108,"['Biography', 'Drama', 'Family']",84978,71.0,$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
662,Titanic,https://www.imdb.com//title/tt0120338/,1997,7.8,194,"['Drama', 'Romance']",1074145,75.0,$659.33M,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
663,Hana-Bi,https://www.imdb.com//title/tt0119250/,1997,7.8,103,"['Crime', 'Drama', 'Romance']",28486,,$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
664,Gattaca,https://www.imdb.com//title/tt0119177/,1997,7.8,106,"['Drama', 'Sci-Fi', 'Thriller']",285812,64.0,$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
665,The Game,https://www.imdb.com//title/tt0119174/,1997,7.8,129,"['Drama', 'Mystery', 'Thriller']",358214,61.0,$48.32M,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality."
666,Breaking the Waves,https://www.imdb.com//title/tt0115751/,1996,7.8,159,['Drama'],63587,76.0,$4.04M,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
667,Ed Wood,https://www.imdb.com//title/tt0109707/,1994,7.8,127,"['Biography', 'Comedy', 'Drama']",167172,70.0,$5.89M,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
668,Tombstone,https://www.imdb.com//title/tt0108358/,1993,7.8,130,"['Action', 'Biography', 'Drama']",131247,,$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
669,The Sandlot Kids,https://www.imdb.com//title/tt0108037/,1993,7.8,101,"['Comedy', 'Drama', 'Family']",81465,,$32.42M,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
670,The Remains of the Day,https://www.imdb.com//title/tt0107943/,1993,7.8,134,"['Drama', 'Romance']",68401,86.0,$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
671,Naked,https://www.imdb.com//title/tt0107653/,1993,7.8,132,"['Comedy', 'Drama']",35857,84.0,$1.77M,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
672,The Fugitive,https://www.imdb.com//title/tt0106977/,1993,7.8,130,"['Action', 'Crime', 'Drama']",273499,87.0,$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
673,A Bronx Tale,https://www.imdb.com//title/tt0106489/,1993,7.8,121,"['Crime', 'Drama', 'Romance']",131158,80.0,$17.27M,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
674,Batman: Mask of the Phantasm,https://www.imdb.com//title/tt0106364/,1993,7.8,76,"['Animation', 'Action', 'Crime']",45126,,$5.62M,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
675,Hard Boiled,https://www.imdb.com//title/tt0104684/,1992,7.8,128,"['Action', 'Crime', 'Thriller']",47547,,,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
676,The Double Life of Véronique,https://www.imdb.com//title/tt0101765/,1991,7.8,98,"['Drama', 'Fantasy', 'Music']",43977,86.0,$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
677,Boyz n the Hood,https://www.imdb.com//title/tt0101507/,1991,7.8,112,"['Crime', 'Drama']",129471,76.0,$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
678,Misery,https://www.imdb.com//title/tt0100157/,1990,7.8,107,"['Drama', 'Thriller']",189700,75.0,$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
679,Awakenings,https://www.imdb.com//title/tt0099077/,1990,7.8,121,"['Biography', 'Drama']",129571,74.0,$52.10M,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
680,Glory,https://www.imdb.com//title/tt0097441/,1989,7.8,122,"['Biography', 'Drama', 'History']",126014,78.0,$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
681,The Killer,https://www.imdb.com//title/tt0097202/,1989,7.8,111,"['Action', 'Crime', 'Drama']",46242,82.0,,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
682,Back to the Future Part II,https://www.imdb.com//title/tt0096874/,1989,7.8,108,"['Adventure', 'Comedy', 'Sci-Fi']",492363,,$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
683,Mississippi Burning,https://www.imdb.com//title/tt0095647/,1988,7.8,128,"['Crime', 'Drama', 'History']",90864,65.0,$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
684,Predator,https://www.imdb.com//title/tt0093773/,1987,7.8,107,"['Action', 'Adventure', 'Sci-Fi']",379551,,$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
685,Ferris Bueller's Day Off,https://www.imdb.com//title/tt0091042/,1986,7.8,103,['Comedy'],328202,61.0,$70.14M,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
686,The Goonies,https://www.imdb.com//title/tt0089218/,1985,7.8,114,"['Adventure', 'Comedy', 'Family']",250243,62.0,$61.50M,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
687,The Color Purple,https://www.imdb.com//title/tt0088939/,1985,7.8,154,['Drama'],80557,78.0,$98.47M,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
688,The Breakfast Club,https://www.imdb.com//title/tt0088847/,1985,7.8,97,"['Comedy', 'Drama']",365262,66.0,$45.88M,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
689,The Killing Fields,https://www.imdb.com//title/tt0087553/,1984,7.8,141,"['Biography', 'Drama', 'History']",52628,76.0,$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
690,Ghostbusters,https://www.imdb.com//title/tt0087332/,1984,7.8,105,"['Action', 'Comedy', 'Fantasy']",363494,71.0,$238.63M,Three former parapsychology professors set up shop as a unique ghost removal service.
691,The Right Stuff,https://www.imdb.com//title/tt0086197/,1983,7.8,193,"['Adventure', 'Biography', 'Drama']",57117,91.0,$21.50M,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program."
692,The King of Comedy,https://www.imdb.com//title/tt0085794/,1982,7.8,109,"['Comedy', 'Crime', 'Drama']",93504,73.0,$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
693,E.T. the Extra-Terrestrial,https://www.imdb.com//title/tt0083866/,1982,7.8,115,"['Family', 'Sci-Fi']",379700,91.0,$435.11M,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
694,Kramer vs. Kramer,https://www.imdb.com//title/tt0079417/,1979,7.8,105,['Drama'],136637,77.0,$106.26M,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation."
